Statistical profiling result from isolate-0x27a84f0-v8.log, (318526 ticks, 117308 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
   4427    3.8%    LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
   4323   97.7%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   4323  100.0%        Builtin: ArrayForEach
   4277   98.9%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   4277  100.0%            Builtin: ArrayForEach
    102    2.3%      Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
    102  100.0%        Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
    102  100.0%          Builtin: ArrayForEach
     79   77.5%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
     12   11.8%            LazyCompile: *minSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:538:19
     11   10.8%            Function: ~minSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:538:19
   1308    1.1%    LazyCompile: *makeMove /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:64:18
   1183   90.4%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   1183  100.0%        Builtin: ArrayForEach
   1183  100.0%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   1183  100.0%            Builtin: ArrayForEach
    111    8.5%      LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
    107   96.4%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
    107  100.0%          Builtin: ArrayForEach
    106   99.1%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      4    3.6%        Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
      4  100.0%          Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      4  100.0%            Builtin: ArrayForEach
     14    1.1%      LazyCompile: *maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
     14  100.0%        Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     14  100.0%          Builtin: ArrayForEach
     13   92.9%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
      1    7.1%            Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36

  49038   15.4%  LazyCompile: *isLegalMove /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:119:21
  25249   51.5%    LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
  25249  100.0%      Builtin: ArrayForEach
  25016   99.1%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
  25016  100.0%          Builtin: ArrayForEach
  25016  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
  21163   43.2%    LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
  21163  100.0%      Builtin: ArrayForEach
  21159  100.0%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
  21159  100.0%          Builtin: ArrayForEach
  21156  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   1981    4.0%    LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
   1900   95.9%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   1900  100.0%        Builtin: ArrayForEach
   1869   98.4%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   1869  100.0%            Builtin: ArrayForEach
     81    4.1%      Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
     81  100.0%        Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     81  100.0%          Builtin: ArrayForEach
     72   88.9%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
      9   11.1%            Function: ~minSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:538:19
    510    1.0%    LazyCompile: *makeMove /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:64:18
    471   92.4%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
    471  100.0%        Builtin: ArrayForEach
    471  100.0%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
    471  100.0%            Builtin: ArrayForEach
     36    7.1%      LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
     35   97.2%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
     35  100.0%          Builtin: ArrayForEach
     35  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      1    2.8%        Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
      1  100.0%          Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      1  100.0%            Builtin: ArrayForEach

  34166   10.7%  Builtin: StringEqual
  17380   50.9%    LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
  17379  100.0%      Builtin: ArrayForEach
  17238   99.2%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
  17238  100.0%          Builtin: ArrayForEach
  17234  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   8326   24.4%    LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   8326  100.0%      Builtin: ArrayForEach
   8326  100.0%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   8326  100.0%          Builtin: ArrayForEach
   8325  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   5664   16.6%    LazyCompile: *isLegalMove /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:119:21
   2770   48.9%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   2770  100.0%        Builtin: ArrayForEach
   2747   99.2%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   2747  100.0%            Builtin: ArrayForEach
   2613   46.1%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   2613  100.0%        Builtin: ArrayForEach
   2613  100.0%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   2613  100.0%            Builtin: ArrayForEach
    260    4.6%      LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
    248   95.4%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
    248  100.0%          Builtin: ArrayForEach
    247   99.6%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     12    4.6%        Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
     12  100.0%          Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     12  100.0%            Builtin: ArrayForEach
   1991    5.8%    LazyCompile: *makeMove /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:64:18
   1783   89.6%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   1783  100.0%        Builtin: ArrayForEach
   1782   99.9%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   1782  100.0%            Builtin: ArrayForEach
    192    9.6%      LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
    186   96.9%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
    186  100.0%          Builtin: ArrayForEach
    186  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      6    3.1%        Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
      6  100.0%          Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      6  100.0%            Builtin: ArrayForEach
    763    2.2%    LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
    736   96.5%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
    736  100.0%        Builtin: ArrayForEach
    727   98.8%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
    727  100.0%            Builtin: ArrayForEach
     26    3.4%      Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
     26  100.0%        Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     26  100.0%          Builtin: ArrayForEach
     24   92.3%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
      1    3.8%            LazyCompile: *minSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:538:19
      1    3.8%            Function: ~minSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:538:19

  26277    8.2%  LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
  26275  100.0%    Builtin: ArrayForEach
  26040   99.1%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
  26040  100.0%        Builtin: ArrayForEach
  26038  100.0%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
  26038  100.0%            Builtin: ArrayForEach

  16383    5.1%  /usr/bin/node
  15939   97.3%    v8::internal::Builtin_ArraySlice(int, v8::internal::Object**, v8::internal::Isolate*)
  14345   90.0%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
  14345  100.0%        Builtin: ArrayForEach
  14342  100.0%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
  14342  100.0%            Builtin: ArrayForEach
   1503    9.4%      LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
   1460   97.1%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   1460  100.0%          Builtin: ArrayForEach
   1445   99.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     43    2.9%        Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
     43  100.0%          Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     43  100.0%            Builtin: ArrayForEach
    224    1.4%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     53   23.7%      Function: ~runInThisContext bootstrap_node.js:495:28
     53  100.0%        Function: ~NativeModule.compile bootstrap_node.js:584:44
     53  100.0%          Function: ~NativeModule.require bootstrap_node.js:516:34
      7   13.2%            Function: ~Module._load module.js:440:24
      6   11.3%            Function: ~<anonymous> stream.js:1:11
      4    7.5%            Function: ~<anonymous> util.js:1:11
      4    7.5%            Function: ~<anonymous> tty.js:1:11
      3    5.7%            Function: ~startup bootstrap_node.js:12:19
      3    5.7%            Function: ~<anonymous> readline.js:1:11
      3    5.7%            Function: ~<anonymous> module.js:1:11
      3    5.7%            Function: ~<anonymous> fs.js:1:11
      3    5.7%            Function: ~<anonymous> _http_client.js:1:11
      2    3.8%            Function: ~setupGlobalVariables bootstrap_node.js:251:32
      2    3.8%            Function: ~<anonymous> internal/url.js:1:11
      2    3.8%            Function: ~<anonymous> internal/loader/ModuleRequest.js:1:11
      2    3.8%            Function: ~<anonymous> internal/encoding.js:1:11
      2    3.8%            Function: ~<anonymous> http.js:1:11
      2    3.8%            Function: ~<anonymous> child_process.js:1:11
      1    1.9%            Function: ~setup_performance internal/process.js:14:27
      1    1.9%            Function: ~setupNextTick internal/process/next_tick.js:49:23
      1    1.9%            Function: ~createWritableStdioStream internal/process/stdio.js:142:35
      1    1.9%            Function: ~<anonymous> internal/loader/Loader.js:1:11
      1    1.9%            Function: ~<anonymous> _http_common.js:1:11
     43   19.2%      Function: ~readPackage module.js:105:21
     43  100.0%        Function: ~tryPackage module.js:127:20
     43  100.0%          Function: ~Module._findPath module.js:174:28
     43  100.0%            Function: ~Module._resolveFilename module.js:506:35
     42   18.8%      Function: ~createScript vm.js:79:22
     42  100.0%        Function: ~runInThisContext vm.js:138:26
     42  100.0%          Function: ~Module._compile module.js:592:37
     42  100.0%            Function: ~Module._extensions..js module.js:644:37
     36   16.1%      Function: ~stat module.js:47:14
     23   63.9%        Function: ~tryFile module.js:147:17
     20   87.0%          Function: ~tryExtensions module.js:162:23
     20  100.0%            Function: ~Module._findPath module.js:174:28
      3   13.0%          Function: ~tryPackage module.js:127:20
      3  100.0%            Function: ~Module._findPath module.js:174:28
     13   36.1%        Function: ~Module._findPath module.js:174:28
     13  100.0%          Function: ~Module._resolveFilename module.js:506:35
     13  100.0%            Function: ~Module._load module.js:440:24
     18    8.0%      Function: ~fs.openSync fs.js:642:23
     18  100.0%        Function: ~fs.readFileSync fs.js:548:27
     17   94.4%          Function: ~Module._extensions..js module.js:644:37
     17  100.0%            Function: ~Module.load module.js:545:33
      1    5.6%          Function: ~Module._extensions..json module.js:651:39
      1  100.0%            Function: ~Module.load module.js:545:33
     14    6.3%      Function: ~realpathSync fs.js:1571:40
     14  100.0%        Function: ~toRealPath module.js:155:20
     14  100.0%          Function: ~tryFile module.js:147:17
     14  100.0%            Function: ~tryExtensions module.js:162:23
      3    1.3%      Function: ~stringSlice buffer.js:553:21
      3  100.0%        Function: ~Buffer.toString buffer.js:607:37
      3  100.0%          Function: ~fs.readFileSync fs.js:548:27
      2   66.7%            Function: ~Module._extensions..js module.js:644:37
      1   33.3%            Function: ~Server.serveClient /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/node_modules/socket.io/lib/index.js:100:40
      3    1.3%      Function: ~fs.readSync fs.js:670:23
      3  100.0%        Function: ~tryReadSync fs.js:536:21
      3  100.0%          Function: ~fs.readFileSync fs.js:548:27
      3  100.0%            Function: ~Module._extensions..js module.js:644:37
      3    1.3%      Function: ~<anonymous> crypto.js:1:11
      3  100.0%        Function: ~NativeModule.compile bootstrap_node.js:584:44
      3  100.0%          Function: ~NativeModule.require bootstrap_node.js:516:34
      3  100.0%            Function: ~Module._load module.js:440:24

  13766    4.3%  LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
  13766  100.0%    Builtin: ArrayForEach
  13765  100.0%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
  13765  100.0%        Builtin: ArrayForEach
  13764  100.0%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
  13764  100.0%            Builtin: ArrayForEach

   9330    2.9%  LazyCompile: *makeMove /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:64:18
   8423   90.3%    LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   8423  100.0%      Builtin: ArrayForEach
   8422  100.0%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   8422  100.0%          Builtin: ArrayForEach
   8422  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
    850    9.1%    LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
    826   97.2%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
    826  100.0%        Builtin: ArrayForEach
    816   98.8%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
    816  100.0%            Builtin: ArrayForEach
     24    2.8%      Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
     24  100.0%        Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     24  100.0%          Builtin: ArrayForEach
     21   87.5%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
      2    8.3%            LazyCompile: *minSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:538:19
      1    4.2%            Function: ~minSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:538:19

   6309    2.0%  v8::internal::PagedSpace::Available()

   4821    1.5%  v8::internal::Heap::Scavenge()

   3292    1.0%  v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
   3228   98.1%    v8::internal::Builtin_ArraySlice(int, v8::internal::Object**, v8::internal::Isolate*)
   2954   91.5%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
   2954  100.0%        Builtin: ArrayForEach
   2954  100.0%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
   2954  100.0%            Builtin: ArrayForEach
    261    8.1%      LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
    253   96.9%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
    253  100.0%          Builtin: ArrayForEach
    251   99.2%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      8    3.1%        Function: ~maxSearch /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:516:19
      8  100.0%          Function: ~<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      8  100.0%            Builtin: ArrayForEach
     63    1.9%    v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
     24   38.1%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
     24  100.0%        Builtin: ArrayForEach
     24  100.0%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     24  100.0%            Builtin: ArrayForEach
     19   30.2%      LazyCompile: *isLegalMove /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:119:21
     14   73.7%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
     14  100.0%          Builtin: ArrayForEach
     14  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      5   26.3%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      5  100.0%          Builtin: ArrayForEach
      5  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
     18   28.6%      LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
     18  100.0%        Builtin: ArrayForEach
     18  100.0%          LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
     18  100.0%            Builtin: ArrayForEach
      1    1.6%      LazyCompile: *successors /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:471:20
      1  100.0%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36
      1  100.0%          Builtin: ArrayForEach
      1  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      1    1.6%      LazyCompile: *makeMove /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:64:18
      1  100.0%        LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:545:36
      1  100.0%          Builtin: ArrayForEach
      1  100.0%            LazyCompile: *<anonymous> /mnt/c/Users/mhump/OneDrive/School/2017-18/Fall/webdev/project/server.js:523:36

